Price,Adj Close,Close,High,Low,Open,Volume,MA50,RSI14
2019-03-14,44.05974197387695,45.932498931884766,46.025001525878906,45.63999938964844,45.974998474121094,94318000,41.359249877929685,75.74160237657347
2019-03-15,44.632877349853516,46.52999877929688,46.83250045776367,45.935001373291016,46.212501525878906,156171600,41.5002498626709,76.98590969822516
2019-03-18,45.08852005004883,47.005001068115234,47.09749984741211,46.4474983215332,46.45000076293945,104879200,41.729399871826175,78.72428162722721
2019-03-19,44.731197357177734,46.63249969482422,47.247501373291016,46.47999954223633,47.087501525878906,126585600,41.92074989318848,73.52701750756151
2019-03-20,45.12209701538086,47.040000915527344,47.372501373291016,46.182498931884766,46.557498931884766,124140800,42.12189994812012,80.39690102998236
2019-03-21,46.7839469909668,48.772499084472656,49.08250045776367,47.45249938964844,47.505001068115234,204136800,42.34359992980957,83.75836032635355
2019-03-22,45.81513595581055,47.76250076293945,49.42250061035156,47.69499969482422,48.834999084472656,169630800,42.53229995727539,73.05824310079271
2019-03-25,45.26118469238281,47.185001373291016,47.994998931884766,46.650001525878906,47.877498626708984,175381200,42.706999969482425,68.8984375784496
2019-03-26,44.793548583984375,46.6974983215332,48.220001220703125,46.14500045776367,47.915000915527344,199202000,42.879499969482424,67.09387573934308
2019-03-27,45.19642639160156,47.11750030517578,47.439998626708984,46.63750076293945,47.1875,119393600,43.071849975585934,72.46131222943026
2019-03-28,45.25637435913086,47.18000030517578,47.38999938964844,46.88249969482422,47.23749923706055,83121600,43.25009994506836,72.336805615439
2019-03-29,45.55133819580078,47.48749923706055,47.52000045776367,47.1349983215332,47.45750045776367,94256000,43.42514991760254,68.03786448829291
2019-04-01,45.86070251464844,47.810001373291016,47.91999816894531,47.095001220703125,47.90999984741211,111448000,43.6020499420166,67.26846421992232
2019-04-02,46.52735137939453,48.505001068115234,48.6150016784668,47.76250076293945,47.772499084472656,91062800,43.788049926757814,69.3007085357311
2019-04-03,46.84629821777344,48.837501525878906,49.125,48.287498474121094,48.3125,93087200,43.9982999420166,68.62179510692147
2019-04-04,46.92783737182617,48.92250061035156,49.092498779296875,48.28499984741211,48.6974983215332,76457200,44.2071499633789,66.41509315443659
2019-04-05,47.241981506347656,49.25,49.275001525878906,48.98249816894531,49.11249923706055,74106400,44.428649978637694,65.72127398008985
2019-04-08,47.98538589477539,50.025001525878906,50.057498931884766,49.084999084472656,49.10499954223633,103526800,44.64035003662109,72.48922983863218
2019-04-09,47.841495513916016,49.875,50.712501525878906,49.807498931884766,50.08000183105469,143072800,44.8563500213623,69.45777391450056
2019-04-10,48.110084533691406,50.15499877929688,50.185001373291016,49.54499816894531,49.66999816894531,86781200,45.086050033569336,61.8516818011768
2019-04-11,47.70960998535156,49.73749923706055,50.25,49.61000061035156,50.212501525878906,83603200,45.254550018310546,68.84538553153814
2019-04-12,47.69042205810547,49.71749877929688,50.03499984741211,49.0525016784668,49.79999923706055,111042800,45.416699981689455,77.04211273239483
2019-04-15,47.77674865722656,49.807498931884766,49.962501525878906,49.502498626708984,49.64500045776367,70146400,45.58024993896484,86.28935767140752
2019-04-16,47.78154754638672,49.8125,50.342498779296875,49.63999938964844,49.8650016784668,102785600,45.72024993896484,84.81909279269156
2019-04-17,48.711997985839844,50.782501220703125,50.845001220703125,49.65250015258789,49.8849983215332,115627200,45.865,87.70275168996338
2019-04-18,48.887062072753906,50.96500015258789,51.037498474121094,50.630001068115234,50.779998779296875,96783200,46.01309997558594,87.37235841151303
2019-04-22,49.04772186279297,51.13249969482422,51.23500061035156,50.584999084472656,50.70750045776367,77758000,46.18104995727539,86.9371573877029
2019-04-23,49.755149841308594,51.869998931884766,51.9375,50.974998474121094,51.10749816894531,93292000,46.366399917602536,87.05944036553868
2019-04-24,49.67842102050781,51.790000915527344,52.119998931884766,51.76250076293945,51.84000015258789,70162400,46.55504997253418,84.43149201649196
2019-04-25,49.22758102416992,51.31999969482422,51.939998626708984,51.279998779296875,51.70750045776367,74172800,46.72699996948242,75.65541756336194
2019-04-26,48.99257278442383,51.07500076293945,51.25,50.529998779296875,51.224998474121094,74596400,46.89760002136231,69.88018194193847
2019-04-29,49.066917419433594,51.15250015258789,51.49250030517578,50.96500015258789,51.099998474121094,88818800,47.066650009155275,64.48296983031082
2019-04-30,48.1220703125,50.16749954223633,50.849998474121094,49.77750015258789,50.76499938964844,186139600,47.21790000915527,53.09359832484053
2019-05-01,50.48416519165039,52.630001068115234,53.82749938964844,52.307498931884766,52.470001220703125,259309200,47.41585006713867,67.90884474292193
2019-05-02,50.1556396484375,52.28749847412109,53.162498474121094,52.032501220703125,52.459999084472656,127985200,47.60145004272461,68.65397333898883
2019-05-03,50.77912902832031,52.9375,52.959999084472656,52.557498931884766,52.72249984741211,83569600,47.80490005493164,71.56731084681628
2019-05-06,49.99496841430664,52.119998931884766,52.209999084472656,50.875,51.0724983215332,129772400,47.98245002746582,64.11351005021379
2019-05-07,48.64723587036133,50.71500015258789,51.85499954223633,50.20750045776367,51.470001220703125,155054800,48.125600051879886,54.70419550969392
2019-05-08,48.65683364868164,50.72499847412109,51.334999084472656,50.4375,50.474998474121094,105358000,48.26845001220703,49.666940349754576
2019-05-09,48.134071350097656,50.18000030517578,50.41999816894531,49.165000915527344,50.099998474121094,139634400,48.39770004272461,45.636465032644395
2019-05-10,47.46723175048828,49.29499816894531,49.712501525878906,48.192501068115234,49.35499954223633,164834800,48.51785003662109,40.54053417143413
2019-05-13,44.708465576171875,46.43000030517578,47.369998931884766,45.712501525878906,46.9275016784668,229722400,48.57160003662109,27.02703312246176
2019-05-14,45.41621017456055,47.165000915527344,47.42499923706055,46.352500915527344,46.602500915527344,146118800,48.63565002441406,31.492601107009946
2019-05-15,45.96027374267578,47.72999954223633,47.9375,46.505001068115234,46.567501068115234,106178800,48.712600021362306,35.7426524659336
2019-05-16,45.7580680847168,47.52000045776367,48.11750030517578,47.209999084472656,47.477500915527344,132125600,48.79040000915527,35.84229303558743
2019-05-17,45.49806213378906,47.25,47.724998474121094,46.689998626708984,46.73249816894531,131516400,48.87290000915527,34.693078124452924
